dur,proto,service,sbytes,dbytes
1.160834,111,3,1684,10168
0.001075,115,7,146,178
0.022846,111,10,3302,40550
0.005866,111,10,1920,4312
0.168321,111,6,320,1930
2.649458,111,10,7816,15876
0.001751,115,10,520,304
0.778834,111,10,7814,15214
0.001041,115,7,146,178
0.058395,115,10,568,320
0.150053,111,10,3718,49342
0.001748,115,10,520,304
14.498006,111,3,17122,1075900
1.005622,111,3,1580,10168
0.03114,111,0,37196,3380
0.017158,111,10,2438,20718
0.053962,111,10,3614,49342
0.006075,111,10,1920,4312
0.001049,115,7,146,178
0.025958,111,10,3302,40550
0.249003,111,10,3614,49342
0.03682,111,10,3614,49342
0.246563,111,6,424,8824
0.033007,111,6,320,1932
0.274064,111,10,4168,2872
0.122374,111,10,1920,4312
0.03016,111,10,3614,49342
1.128573,111,10,4272,3080
0.004832,115,10,568,304
0.035003,111,10,3614,49342
0.068643,111,10,3302,40550
0.001037,115,7,146,178
1.007282,111,3,1684,10168
0.006997,111,3,1040,824
1.007049,111,3,1580,10168
0.000968,115,7,130,162
1.112653,111,3,1684,10168
0.053204,111,10,3302,40654
0.04074,111,10,4238,65118
0.076606,111,10,3302,40550
0.076475,111,6,320,2002
0.087156,111,10,3614,49238
0.031954,111,10,3614,49342
0.124388,115,10,568,320
1.416681,111,5,2934,3742
0.918409,115,10,568,304
2.059687,111,5,2934,3742
0.002622,115,10,536,304
0.223352,111,6,424,8824
0.678831,111,10,4272,3080
0.029976,111,10,3614,49342
0.005648,115,10,568,304
0.000997,115,7,146,178
0.453688,111,0,37196,3380
0.012003,111,10,2438,20718
0.133539,111,10,4238,65118
8.799946,111,10,24814,1080142
0.004855,115,10,568,320
0.001016,115,7,130,162
0.001048,115,7,130,162
0.080234,111,10,4238,65118
0.001065,115,7,146,178
0.038836,111,10,4238,65118
0.021007,111,10,3302,40550
0.223592,111,6,424,8824
0.004725,115,10,568,304
0.027894,111,10,3302,40550
0.946944,111,5,2934,3740
0.17499,111,10,2438,20718
0.004886,111,10,4360,2456
0.272022,111,10,4064,2872
1.21809,111,3,1684,10168
0.006034,111,10,4360,2456
0.223488,111,6,424,8824
0.223837,111,10,4238,65118
1.004857,111,3,1580,10168
0.004749,115,10,568,320
0.017669,111,10,2438,20614
0.014013,111,10,2438,20718
0.009183,111,10,1920,4312
0.093048,111,10,2438,20718
1.159721,111,3,1684,10168
0.592137,111,6,424,8824
0.001073,115,7,130,162
1.005516,111,3,1580,10168
0.121797,111,10,3856,2664
0.144768,111,10,4238,65118
0.908714,111,5,2934,3740
0.001053,115,7,130,162
0.057893,111,10,3614,49342
0.026053,111,10,2438,20718
0.515491,111,10,4272,3080
0.001058,115,7,146,178
0.006254,111,10,3752,2456
1.064769,111,3,1684,10168
0.300213,111,6,8928,320
0.001002,115,7,146,178
1.770465,111,10,13038,548216
0.046547,111,6,320,1932
0.007462,111,10,1920,4312
0.004421,115,7,146,178
0.03734,111,10,1920,4312
0.001063,115,7,130,162
0.001036,115,7,130,162
0.001349,115,7,146,178
0.001019,115,7,146,178
0.518311,111,6,320,2002
0.294482,111,6,8928,320
0.001141,115,7,130,162
0.024962,111,10,3614,49342
0.001152,115,7,130,162
0.023682,111,0,37196,3380
0.001775,115,10,536,304
0.045693,111,10,3302,40550
0.003901,111,6,320,1930
0.047408,111,6,424,8824
0.004943,115,10,568,320
0.001071,115,7,146,178
0.396369,111,10,4880,3080
0.012982,111,10,2438,20718
1.006946,111,3,1580,10168
0.206421,111,6,424,8824
0.011112,111,10,2438,20718
0.001845,115,10,536,304
0.001017,115,7,146,178
0.001073,115,7,146,178
0.002884,111,6,320,1930
0.816873,111,10,7816,15876
0.046815,111,6,320,1930
0.001764,115,10,536,304
0.031058,111,0,37310,3380
0.167128,115,10,520,304
0.666508,111,5,2934,3742
0.023864,111,10,3614,49342
0.001076,115,7,146,178
0.0289,111,10,3302,40550
0.035109,115,10,520,304
1.075704,111,3,1684,10168
0.047848,111,10,4238,65118
1.160834,111,3,1684,10168
0.069764,111,6,8928,424
0.088345,115,10,568,320
0.417474,111,6,424,8824
0.00625,111,10,1920,4312
1.636663,111,5,2934,3742
0.038378,111,10,7812,15362
0.004628,115,10,568,304
0.001069,115,7,146,178
0.035918,111,0,37196,3380
3.079667,111,10,7812,15362
0.001331,115,7,132,164
0.01089,111,10,2438,20718
0.000992,115,7,146,178
0.001069,115,7,146,178
0.001008,115,7,146,178
0.467324,111,10,4880,3080
0.023725,111,0,37310,3380
1.004762,111,3,1580,10168
0.021315,111,0,37310,3276
0.023884,111,3,1040,824
0.026831,111,10,3302,40550
0.222517,111,6,424,8824
0.057035,111,10,3614,49342
0.223421,111,6,8928,320
0.22253,111,6,424,8824
0.049526,111,10,4238,65118
0.004712,115,10,568,304
0.001062,115,7,146,178
9.910702,111,10,18892,802266
0.02631,111,0,37310,3380
0.001069,115,7,146,178
0.076854,111,10,4238,65118
0.001058,115,7,130,162
0.086164,111,10,3614,49342
0.000953,115,7,130,162
0.02203,111,10,2542,20718
0.00121,115,7,146,178
0.223729,111,6,8928,320
0.001079,115,7,146,178
0.044344,111,10,3302,40550
0.008443,111,10,1920,4312
1.164512,111,3,1684,10168
0.047719,111,6,8928,424
1.006929,111,3,1580,10168
9.752631,111,10,25108,1086246
3.009964,111,5,2934,3742
0.19818,111,10,2438,20718
0.028967,111,10,3614,49342
1.085058,111,3,1580,10168
0.018008,111,10,2438,20718
0.372356,115,10,568,320
0.001068,115,7,146,178
0.001057,115,7,146,178
1.005749,111,3,1580,10168
0.017058,111,10,2438,20718
0.001088,115,7,146,178
0.082709,111,10,3302,40550
0.009173,111,6,424,8824
0.502792,111,0,37310,3380
0.019862,111,10,3302,40550
0.001777,115,10,520,304
0.004464,111,10,3752,2456
2.786792,111,5,2934,3742
0.001049,115,7,146,178
0.001023,115,7,146,178
0.001761,115,10,520,304
0.227178,115,10,536,304
0.004412,115,10,568,304
0.047464,111,6,8928,320
0.456394,111,6,8928,320
0.067969,111,10,3302,40550
1.246135,111,3,1684,10168
0.005031,111,10,3752,2456
0.2466,111,10,4136,2872
1.008308,111,3,1684,10168
0.012337,111,10,2438,20718
0.804699,111,10,7816,15876
14.637137,111,11,36432,76956
0.397544,111,10,4528,2976
0.228808,111,6,424,8824
0.004725,115,10,568,320
0.103216,111,10,1920,4312
0.26271,111,10,4238,65118
0.001635,115,10,520,304
0.024389,111,0,37310,3380
0.001728,115,10,528,304
0.001065,115,7,130,162
0.44381,111,0,37310,3172
0.00121,115,7,146,178
0.00106,115,7,130,162
0.024504,111,10,3406,40446
0.00104,115,7,130,162
1.564408,111,10,4272,3080
0.001601,115,10,536,304
11.660957,111,3,17954,1087890
0.006117,111,10,1920,4312
0.001083,115,7,146,178
0.335301,111,6,320,2002
5.846004,111,3,19410,1078890
0.71154,111,5,2934,3742
31.078636,51,10,184,112
0.001088,115,7,146,178
0.224119,111,6,8928,320
1.09186,111,3,1684,10168
0.036738,111,10,4238,65118
0.001166,115,7,146,178
31.078636,51,10,184,112
0.03081,111,10,7816,15876
0.279848,111,0,37196,3380
0.001053,115,7,146,178
0.007671,111,10,1920,4312
1.276798,111,5,2934,3742
0.069851,111,10,4238,65118
0.064681,111,10,4238,65014
0.065864,111,10,4238,65118
10.578429,111,10,16674,776023
0.00103,115,7,146,178
0.161745,111,10,4238,65118
0.029912,111,10,4238,65118
0.005158,115,10,568,312
0.001029,115,7,146,178
0.461816,111,10,1808,36268
0.734721,111,10,7812,15362
0.023827,111,10,3614,49342
0.978491,111,5,2934,3740
0.005413,111,10,4360,2456
0.029051,111,0,37196,3380
1.00E-06,115,10,178,0
0.005378,115,10,568,304
0.27014,111,10,1920,4312
0.001016,115,7,130,162
0.001043,115,7,146,178
6.00E-06,115,10,178,0
0.073894,111,10,4342,65118
0.002405,115,10,536,304
1.12962,111,5,2934,3742
0.001096,115,7,146,178
0.087301,115,10,568,304
0.016987,111,10,2438,20718
0.23795,111,10,3302,40550
0.011273,111,10,2438,20718
0.004863,115,10,568,320
0.001017,115,7,146,178
0.001032,115,7,130,162
0.045531,111,6,320,1930
0.013194,111,11,5928,8010
0.004888,115,10,568,320
0.001041,115,7,146,178
0.001046,115,7,146,178
0.031934,111,10,7812,15362
0.015998,111,10,2542,20718
0.005908,111,10,1920,4312
0.029324,111,10,3614,49342
0.006689,111,10,1920,4312
0.004574,115,10,568,320
0.033024,111,10,2438,20718
0.000987,115,7,130,162
0.120705,111,10,1920,4312
0.000956,115,7,146,178
0.536431,111,6,8928,320
0.037143,115,10,536,304
0.182299,111,10,1920,4312
0.272578,111,6,424,8824
0.381227,111,10,4880,3080
0.001063,115,7,146,178
0.008346,111,10,1920,4312
0.041033,111,5,2934,3742
0.011309,111,10,2438,20718
0.046321,111,6,320,1846
0.038558,111,10,3614,49342
0.046385,111,6,320,1930
0.318427,111,10,4272,2976
0.001019,115,7,146,178
1.017075,111,3,1580,10168
0.005795,111,10,1920,4312
0.050832,111,10,4238,65118
0.001108,115,7,130,162
0.027993,111,10,3614,49342
1.143951,111,3,1684,10168
0.260281,111,10,4256,2872
0.004917,111,10,4360,2456
0.007624,111,10,1920,4312
0.021895,111,10,3302,40550
0.010964,111,10,2438,20718
0.004944,115,10,568,312
0.00368,111,6,320,2002
0.001807,115,10,520,304
0.005567,111,10,2024,4312
3.135703,111,10,13142,548216
0.00111,115,7,130,162
0.034017,111,10,7812,15362
0.023838,111,10,3614,49342
0.183817,111,10,4568,2664
0.224362,111,6,424,8824
0.001061,115,7,146,178
0.006013,111,10,1920,4312
5.502828,111,3,17330,1087890
0.130035,111,10,4238,65118
0.007836,111,6,8928,320
0.004944,115,10,568,312
0.001059,115,7,146,178
1.258251,111,3,1684,10168
1.005092,111,3,1580,10168
0.002991,111,6,320,2002
0.010246,111,10,1920,4416
1.06191,111,0,37310,3276
0.023965,111,10,3614,49342
0.001774,115,10,520,304
2.880062,111,10,7812,15362
0.016004,111,10,2438,20718
1.463702,111,0,37196,3380
0.203907,111,5,2934,3742
0.023933,111,10,3614,49342
1.03466,111,3,1580,10168
0.222471,111,6,8928,320
0.00107,115,7,146,178
0.991455,111,11,24344,29348
11.845024,111,11,24552,29348
0.130236,111,10,4238,65118
0.2237,111,6,424,8824
0.001112,115,7,146,178
1.29385,111,3,1684,10168
0.001738,115,10,536,304
0.001042,115,7,146,178
0.011678,111,10,2438,20718
0.019828,111,10,3198,40550
1.157023,111,3,1420,10056
0.001094,115,7,146,178
0.00831,111,10,1920,4312
0.042187,111,10,4238,65118
1.110794,111,3,1684,10168
0.038307,111,10,3302,40550
1.268215,111,3,1684,10168
1.275803,111,5,2934,3742
0.007236,111,10,1920,4312
0.018945,111,10,3302,40550
0.483698,111,0,37196,3380
0.363998,111,10,4168,3080
0.02789,111,10,3302,40550
0.005933,111,10,1920,4312
0.084396,111,10,3406,40550
0.005093,111,10,3752,2456
0.001005,115,7,130,162
0.00095,115,7,146,178
0.00109,115,7,146,178
0.224446,111,6,8928,320
0.13834,111,10,1920,4312
0.072333,111,6,8928,320
0.786922,111,10,7812,15362
0.079431,111,10,3824,2560
0.043884,111,0,37310,3380
0.072098,111,10,3302,40550
0.001058,115,7,146,178
0.100069,111,10,2438,20718
0.006351,111,10,1920,4312
0.001024,115,7,146,178
0.001053,115,7,130,162
0.03012,111,10,3614,49342
0.019994,111,10,2438,20718
0.269438,111,10,1920,4312
1.005695,111,3,1580,10168
0.001765,115,10,528,304
1.026641,111,3,1580,10168
0.071035,111,10,3614,49342
0.366316,111,10,4272,2976
0.001119,115,7,146,178
0.001054,115,7,146,178
0.001047,115,7,130,162
0.001026,115,7,146,178
0.193009,111,10,3302,40550
0.007297,111,10,1920,4416
0.006013,111,10,1920,4312
1.0049,111,3,1580,10168
0.001052,115,7,130,162
0.262878,111,10,4238,65118
0.087251,115,10,568,304
0.001072,115,7,130,162
4.669855,111,3,18890,1087890
1.008807,111,3,1684,10168
0.001102,115,7,146,178
0.001062,115,7,146,178
3.580665,111,10,7254,15022
1.521626,111,5,2934,3742
0.001815,115,10,528,304
0.00694,111,6,424,8824
1.011032,111,3,1684,10168
0.299817,111,10,4776,2872
0.164936,111,10,4238,65118
0.003013,111,6,320,2002
0.001039,115,7,130,162
1.040698,111,3,1684,10168
0.016658,111,10,2542,20614
0.020071,111,10,2438,20718
0.018879,111,10,1540,1644
0.006212,111,10,1920,4312
1.004926,111,3,1580,10168
0.001101,115,7,146,178
0.109151,111,10,4238,65014
0.000972,115,7,146,178
0.004935,111,3,1040,824
0.001074,115,7,146,178
0.011288,111,10,2438,20718
0.001089,115,7,146,178
0.027822,111,10,2438,20718
0.551488,111,6,424,8824
0.019591,111,10,1540,1644
0.035999,111,10,3614,49342
0.066828,111,10,3406,40550
2.331586,111,5,2934,3742
14.542736,111,3,18994,1087890
0.001074,115,7,146,178
0.019256,111,10,1540,1644
0.028661,111,0,37196,3380
1.26584,111,3,1684,10168
0.41574,111,0,37310,3276
1.064128,111,3,1580,10168
7.875767,111,3,18266,1087890
0.451033,111,6,8928,320
0.001056,115,7,132,164
0.001005,115,7,130,162
0.346313,111,6,8928,320
0.018005,111,10,2438,20718
8.08472,111,3,18994,1087890
0.515805,111,0,37310,3380
0.001082,115,7,146,178
0.001154,115,7,132,164
11.705386,111,10,23826,1038663
0.016887,111,10,2438,20718
4.555565,111,10,13870,548216
0.006415,111,10,1920,4312
0.170293,111,10,1920,4312
1.005685,111,3,1580,10168
0.109657,111,10,5800,192828
0.029226,111,10,3406,40446
0.129605,111,10,4238,65118
0.00109,115,7,146,178
0.004803,115,10,568,320
0.004192,111,3,1040,824
1.133873,111,5,2934,3742
0.006233,111,10,1920,4312
0.010932,111,10,2438,20718
0.001,115,7,146,178
0.059036,111,10,3614,49342
0.434207,111,0,37310,3276
0.002027,115,10,520,304
0.058262,111,10,4238,65118
0.100682,111,6,320,2002
0.014037,111,10,2438,20718
0.599171,111,10,4880,3080
0.12873,111,10,3718,49342
0.011019,111,10,2438,20718
1.019916,111,10,1114,4064
0.062026,111,10,3614,49342
0.000948,115,7,130,162
0.001086,115,7,146,178
0.856529,111,5,2934,3742
0.017729,111,10,2438,20718
0.129007,111,10,3614,49342
0.007085,111,10,4360,2456
0.00679,111,10,1920,4312
0.020095,111,10,1540,1644
12.456218,111,10,18614,806412
0.004731,115,10,568,320
0.097383,111,10,3302,40550
0.225394,111,6,424,8824
0.507031,111,0,37310,3380
0.038681,111,10,3614,49238
0.004875,111,10,4360,2456
0.133738,111,10,2024,4312
0.001106,115,7,146,178
0.019321,111,10,1540,1644
0.070039,111,10,3614,49342
0.001751,115,10,520,304
1.14697,111,3,1684,10168
0.001102,115,7,146,178
0.017008,111,10,2438,20718
0.01363,111,10,1540,1644
0.3111,111,6,8928,320
0.046315,111,10,3614,49342
0.001061,115,7,130,162
0.065551,111,10,3302,40550
0.031633,111,0,37310,3380
0.070977,111,10,3614,49342
0.001607,115,10,536,304
0.000964,115,7,130,162
0.000968,115,7,130,162
0.011946,111,10,2438,20718
0.001072,115,7,130,162
0.058321,111,10,3614,49342
7.604728,111,3,17226,1087890
0.227434,111,6,8928,320
0.018804,111,10,1540,1644
0.040208,111,10,3302,40550
0.000969,115,7,132,164
0.298818,111,0,37310,3380
0.001057,115,7,146,178
0.033103,111,10,3614,49342
0.196308,111,6,320,2002
0.001804,115,10,520,304
0.001167,115,7,146,178
0.166951,111,10,3302,40550
1.234791,111,3,1684,10168
0.066023,111,10,4238,65118
0.007049,111,10,1920,4312
0.019374,111,10,1540,1644
0.001015,115,7,130,162
0.040884,111,10,4238,65118
0.089743,111,10,3302,40550
0.223384,111,6,8928,320
0.001076,115,7,146,178
4.793941,111,11,24344,29452
0.129907,111,10,4238,65118
0.08998,111,10,3302,40550
0.889072,111,0,37196,3380
0.046238,111,6,320,1930
0.083753,111,10,3302,40550
0.036557,111,10,4238,65118
0.004175,111,3,1040,824
0.001009,115,7,130,162
0.15513,111,10,3614,49342
0.003942,111,3,1040,824
0.076316,111,10,2438,20718
0.038481,111,10,3302,40550
13.914799,111,3,18890,1087890
0.119764,111,10,5696,192828
0.027511,111,0,37310,3276
1.19245,111,3,18838,1060890
0.001015,115,7,146,178
1.297425,111,5,2934,3742
3.168807,111,5,2934,3742
0.108842,111,10,5592,192828
0.026017,111,10,3302,40550
0.001019,115,7,146,178
0.023844,111,10,3614,49342
1.235869,111,3,1684,10168
0.551531,111,6,424,8824
0.004943,111,3,1040,824
0.024442,111,0,37310,3380
0.023946,111,10,3302,40550
2.373921,111,10,7708,15306
0.005008,111,10,3752,2456
0.38057,111,6,8928,320
0.001099,115,7,146,178
1.148621,111,3,1684,10168
0.040216,111,10,4238,65118
0.060191,111,10,4238,65118
0.21295,111,10,3614,49342
0.001729,115,10,520,304
0.392907,111,10,4880,3080
0.038869,111,10,4238,65118
0.00605,111,10,1920,4312
0.139042,111,10,3614,49342
0.004475,115,10,568,304
0.006449,111,10,2024,4312
1.178018,111,3,1684,10168
0.020938,111,10,1540,1644
0.479736,111,0,37196,3380
1.157972,111,3,1684,10168
1.135888,111,3,1684,10168
0.085867,111,10,3302,40550
0.005567,111,10,4360,2456
1.224936,111,3,1684,10168
0.099009,111,10,2438,20718
0.223243,111,6,8928,320
0.082899,111,10,3302,40550
0.001065,115,7,146,178
1.004937,111,3,1580,10168
0.001639,115,10,520,304
0.029935,111,10,3614,49342
0.049025,111,6,528,8824
0.194858,111,10,3302,40550
0.000961,115,7,130,162
0.078007,111,10,3614,49342
0.052878,111,10,4238,65118
0.029931,111,10,3614,49342
1.088806,111,3,1684,10168
0.189641,111,10,3302,40550
0.033687,111,10,2438,20718
0.020578,111,10,1540,1644
0.00507,111,10,2128,4312
0.000984,115,7,130,162
3.149974,111,11,36536,77164
0.0059,111,10,4360,2456
0.026657,111,0,37196,3380
0.129935,111,10,4238,65118
0.083879,111,10,3406,40550
0.047056,111,6,320,2002
0.003827,111,6,8928,424
0.050847,111,10,4238,65118
0.796862,111,10,7812,15362
0.001145,115,7,146,178
0.075985,111,10,3614,49342
1.266768,111,3,1684,10168
0.013864,111,10,1540,1644
0.001093,115,7,132,164
1.006916,111,3,1684,10168
0.113878,111,10,3614,49342
11.713999,111,10,12934,548216
0.03853,111,6,320,1932
0.017045,111,10,2542,20718
0.329353,111,10,3614,49342
0.04826,111,10,1920,4312
0.00491,115,10,568,320
0.001088,115,7,146,178
1.717564,111,5,2934,3742
0.001098,115,7,146,178
0.001003,115,7,130,162
0.06748,111,6,320,1930
0.084493,111,10,3302,40550
1.116388,111,10,7603,216464
0.001071,115,7,132,164
0.028372,111,10,1920,4312
0.08281,111,10,3302,40550
0.08803,111,10,2438,20718
0.00106,115,7,146,178
0.016378,111,10,1920,4312
0.020946,111,10,1540,1644
0.00479,111,6,424,8824
0.001036,115,7,146,178
0.028294,111,10,2438,20718
3.00E-06,115,10,232,0
0.222471,111,6,8928,320
50.004349,13,10,384,0
0.00103,115,7,146,178
2.782989,111,5,2934,3742
0.089528,115,10,232,200
0.019411,111,10,1540,1644
5.363381,111,10,13766,548216
0.074114,111,10,3614,49342
1.008911,111,3,1684,10168
1.01293,111,3,1580,10168
0.043689,111,10,3302,40550
0.049309,111,10,1544,13684
0.020074,111,10,1540,1644
1.035989,111,3,1684,10168
0.016877,111,10,2438,20718
0.005525,115,10,568,320
0.222898,111,6,8928,320
0.000965,115,7,130,162
1.086498,111,3,1684,10168
0.014369,111,10,1540,1644
0.003619,111,6,320,2002
0.018014,111,10,2438,20718
0.052951,111,10,4238,65118
0.001036,115,7,146,178
0.149847,111,10,882,216
5.610605,111,10,24640,1094788
0.001074,115,7,146,178
1.774573,111,3,1684,10168
0.001064,115,7,146,178
0.000957,115,7,146,178
0.004449,115,10,568,320
1.006916,111,3,1684,10168
0.068065,111,10,3614,49342
0.004754,115,10,568,320
0.023102,111,5,2934,3742
0.019966,111,10,2542,20718
0.005345,111,10,1920,4312
0.873698,111,5,2934,3742
0.086492,111,10,3302,40550
0.208245,111,10,3302,40550
0.006338,111,10,1920,4312
0.014981,111,10,2438,20718
0.047508,111,6,424,8824
0.336323,111,10,4880,2976
0.51602,111,10,6388,8634
1.090123,111,3,1580,10168
0.207524,111,10,4238,65118
0.001071,115,7,146,178
0.490981,111,0,37196,3380
0.956603,111,5,2934,3742
6.00E-06,115,10,160,0
0.009837,111,10,2334,16290
1.014483,111,3,1684,10168
1.101852,111,3,1580,10168
0.023621,111,0,37310,3276
0.021875,111,10,2438,20718
0.001032,115,7,146,178
0.00107,115,7,130,162
0.000996,115,7,132,164
0.087994,111,10,3614,49342
0.17299,111,10,3614,49342
0.128946,111,6,320,2002
0.044601,111,10,39072,1560
0.004402,111,3,1040,824
0.233681,111,10,4238,65118
0.325419,111,6,424,8824
5.38473,111,3,19722,1087890
0.03533,111,10,3614,49342
0.068051,111,10,3614,49238
0.000972,115,7,146,178
0.581545,111,6,424,8824
0.241861,111,10,3302,40550
0.027658,111,10,3302,40550
0.016943,111,10,2438,20718
0.000965,115,10,130,162
0.116319,111,10,5696,192828
0.018519,111,10,1540,1644
0.202958,111,10,3614,49342
0.023877,111,10,3614,49342
0.001032,115,7,130,162
0.000919,115,7,130,162
0.10219,115,10,536,304
0.00107,115,7,132,164
0.006132,111,10,1920,4312
0.018521,111,10,1540,1644
6.492008,111,10,13454,548216
0.02754,111,10,3302,40550
0.001088,115,7,146,178
0.022558,111,0,37178,3380
0.182934,111,10,3614,49342
1.038106,111,3,1580,10168
0.080537,111,10,3302,40550
0.227004,111,10,3614,49342
1.01074,111,3,1684,10168
0.037919,111,10,3302,40550
0.012844,111,10,2766,24004
0.168995,111,10,3302,40550
0.001003,115,7,146,178
0.016014,111,10,2438,20718
0.002647,115,10,536,304
0.223676,111,6,424,8824
0.14298,111,10,3302,40550
0.078361,115,10,568,304
0.043851,111,10,3510,43934
0.00101,115,7,146,178
0.777009,111,6,320,2002
0.00617,111,10,1920,4312
0.018269,111,10,2334,16290
7.077815,111,3,17850,1087890
0.001087,115,7,146,178
0.001053,115,7,146,178
0.001083,115,7,146,178
0.608705,111,6,8928,320
0.001022,115,7,146,178
1.650514,111,10,13558,545216
0.000951,115,7,130,162
0.824991,111,5,2934,3740
0.090031,111,10,3614,49342
0.081899,111,10,4238,65118
0.035346,111,10,7816,15876
1.207095,111,3,1684,10168
0.013456,111,10,2766,24004
1.028729,111,3,1684,10168
0.030772,111,10,3302,40550
0.006034,111,10,1920,4312
0.001105,115,7,130,162
0.055429,111,0,37196,3380
0.365098,111,10,4272,3080
0.435914,111,10,3156,1608
0.323377,111,6,424,8824
0.040049,111,10,3614,49342
0.023129,111,10,2438,20718
0.225378,111,6,8928,320
0.001034,115,7,130,162
0.013637,111,10,1540,1644
0.349857,111,10,4272,3080
0.083832,111,10,3302,40550
0.034331,111,10,3614,49342
0.432758,111,10,7812,15362
0.001062,115,7,146,178
0.232015,111,10,3302,40550
0.275494,111,6,424,8824
0.004937,115,10,568,304
0.504591,111,0,37196,3276
2.685091,111,10,7816,15876
0.225326,115,10,568,228
0.064973,111,10,4238,65118
0.135858,111,10,3614,49342
0.018597,111,10,1540,1644
0.018377,111,10,1920,4312
0.001018,115,7,146,178
0.112389,111,10,5800,192828
0.03816,111,10,1920,4416
0.001061,115,7,146,178
0.001075,115,7,146,178
0.032716,111,10,7816,15876
0.011269,111,10,2334,16290
0.00107,115,7,146,178
0.011999,111,10,2438,20718
0.093642,111,10,1920,4312
0.120839,111,10,4238,65118
1.111759,111,3,1684,10168
0.236453,111,10,1920,4312
0.01848,111,10,1540,1644
13.03461,111,10,24640,1094788
0.001026,115,7,146,178
0.001028,115,7,146,178
0.001042,115,7,146,178
0.023889,111,10,3614,49342
1.006733,111,3,1684,10168
1.00622,111,3,1684,10168
2.365136,111,10,7816,15876
0.070862,111,10,4238,65118
1.105941,111,3,1684,10168
0.038291,111,10,2766,24004
0.04058,111,0,37196,3380
0.493912,111,0,37310,3380
0.032877,111,10,4238,65118
0.047388,111,0,31196,3172
0.004239,111,3,1040,824
1.111759,111,3,1684,10168
1.007096,111,3,1684,10168
0.005004,111,10,3752,2456
0.223576,111,10,4238,65118
0.001066,115,7,130,162
0.367304,115,10,568,320
0.001207,115,7,146,178
0.001067,115,7,146,178
0.084258,111,10,3302,40550
0.001092,115,7,146,178
0.001076,115,7,146,178
0.001147,115,7,146,178
0.260445,111,10,1920,4312
0.012988,111,10,2766,24004
0.142331,111,10,2024,4312
0.13077,111,10,4238,65118
0.001028,115,7,130,162
0.047253,111,6,320,2002
0.001063,115,7,146,178
0.039184,111,6,8928,424
0.00103,115,7,130,162
0.030309,111,10,2438,20718
2.123643,111,10,13558,548216
1.110904,111,3,1684,10168
0.000944,115,7,146,178
0.13086,111,10,4238,65118
0.005452,111,10,3752,2456
0.021354,111,0,37178,3380
0.092108,111,10,4238,65118
0.492855,111,0,37310,3380
20.183784,111,3,18786,1087890
6.50264,111,10,22390,954154
0.043925,111,10,4342,65118
2.987629,111,10,13870,548102
0.007576,111,10,1920,4416
0.083914,111,10,3302,40550
0.41141,111,6,8928,320
1.292047,111,3,19514,1087890
6.384817,111,5,2934,3346
0.240933,111,10,5176,192828
1.019045,111,3,1684,10168
0.001795,115,10,520,304
0.026067,111,10,2438,20718
0.048183,111,0,37196,3380
0.000989,115,7,146,178
0.798791,111,10,8712,320
0.017002,111,10,2438,20718
0.039001,111,10,1540,1644
0.005385,111,10,4360,2456
0.156688,111,10,3406,40550
0.050165,111,10,3614,49342
0.338848,111,10,1540,1644
0.344411,111,10,5816,320
0.000458,111,6,112,56
0.001061,115,7,146,178
0.07943,111,10,2542,20718
16.78875,111,3,18786,1087890
0.022858,111,10,1540,1644
0.113008,111,10,3198,32830
1.302769,111,11,6032,8010
0.000924,111,10,2712,104
0.00111,115,7,146,178
0.004164,115,10,520,304
0.001083,115,7,146,178
1.007306,111,3,1684,10168
0.030849,111,10,2766,24004
0.001042,115,7,130,162
3.561756,111,5,2610,3238
0.032144,111,10,7812,15362
0.034856,111,10,7816,15876
0.771715,111,10,5800,192828
0.00403,111,3,1036,824
1.006845,111,3,1684,10168
1.085264,111,5,2934,3742
0.011883,111,10,2438,20718
0.001009,115,7,146,178
0.022964,111,10,2438,20718
0.007356,111,10,1920,4312
0.001112,115,7,132,164
0.001028,115,7,130,162
0.008044,111,10,1920,4312
0.079038,111,10,3614,49342
0.397246,111,10,4880,3080
0.080565,111,10,4238,65118
0.001004,115,7,146,178
0.025951,111,10,3614,49342
0.000974,115,7,146,178
0.042674,111,10,3302,40550
0.012764,111,3,1040,824
0.030202,115,10,520,304
1.226977,111,3,14834,721825
1.56101,111,11,6032,8114
7.780388,111,3,18994,1087890
0.001039,115,7,146,178
0.058361,115,10,568,320
0.001112,115,7,130,162
0.000953,115,7,130,162
0.070801,111,10,1362,15832
0.001034,115,7,146,178
0.001661,115,10,536,304
1.005806,111,3,1684,10168
0.019877,111,10,3302,40550
0.000939,115,7,132,164
1.006016,111,3,1580,10168
0.428157,111,6,320,1930
0.049693,111,10,3302,40446
0.031802,111,0,37196,3380
0.038003,111,10,1540,1644
0.144121,111,10,3614,49342
0.360331,111,6,424,8824
0.161618,111,10,4238,65118
1.124179,111,3,1580,7168
0.002308,115,10,536,304
0.016212,111,10,2438,20718
0.00116,115,7,132,164
0,51,10,46,0
0.021936,111,10,2542,20718
0.023038,111,10,1540,1644
3.37515,111,10,23948,1045996
0.001344,115,7,146,178
0.126767,111,10,4238,65118
0,51,10,46,0
0.032501,111,10,7808,15182
0.009422,115,10,568,304
0.261417,111,6,8928,320
0.022592,111,10,1540,1644
0.001042,115,7,130,162
2.778187,111,10,13662,548216
0,51,10,46,0
0.00116,115,7,132,164
0.009175,111,10,1920,4312
0.022568,111,10,1540,1644
